㐁	442.07 444.28
幵	133.24
并	192.33 431.19
幸	317.31
幹	401.27
幺	146.37
幻	406.17
幼	440.22
幽	215.37
幾	065.16 065.31 255.05 361.39
广	334.12 336.16
庀	246.27
庁	197.25
庄	189.63
庇	355.17
庈	219.25
庉	119.32 282.45
床	176.10
庋	242.19 243.04
庌	308.04
庍	384.09 397.04
序	259.23
底	269.04
庖	154.19
店	444.31
庘	544.39
庚	183.43
庛	347.33
府	260.22
庠	171.28
庡	254.44
庢	470.11
庣	144.22
庤	253.11
庥	209.22
度	367.11 504.30
座	420.51
庨	153.26
庩	086.12
庪	242.17
庫	370.02
庭	194.14
庮	205.16 324.08
庯	085.31
庰	431.21
庱	200.32 320.57
庲	100.14
庳	245.26
庴	516.45 519.13
庵	221.38 536.25
庶	362.26
康	180.34
庸	035.03
庽	364.03
庿	414.63
廀	326.54
廁	357.47
廂	175.14
廅	538.13
廆	272.49
廇	436.16
廈	308.27
廉	225.23
廊	179.21
廋	208.34
廌	244.15 270.46
廏	434.37
廑	394.06
廓	509.38
廔	213.31
廕	441.14
廖	145.42 436.06
廘	451.24
廙	357.54 527.03
廚	080.13
廛	139.01
廜	082.45
廝	048.02
廞	219.49 330.03
廟	414.62
廠	311.51 426.14
廡	261.22
廢	391.14
廣	313.43
廥	382.02
廦	519.52 523.46
廧	176.35
廨	383.35
廩	328.24
廬	070.03
廮	318.42
廯	137.08 290.31
廱	036.15
廲	087.14
廳	197.17
廴	276.41
延	137.32 412.06
廷	194.32 432.07
建	398.33
廾	239.15
廿	532.09
弁	411.08
异	058.52 357.49
弃	353.15
弄	342.16
弅	279.01
弆	259.16 259.33
弇	223.20 335.13
弈	517.06
弋	526.58
弌	468.41
弍	354.04
弎	224.14
式	525.38
弒	357.02
弓	025.40
弔	412.36 521.40
引	276.32 392.29
弗	475.13
弘	201.43
弛	245.42
弜	043.44 311.13
弝	423.25
弞	275.41 276.36
弟	269.16 371.47
弢	156.24
弣	262.27
弤	269.12
弦	133.39
弧	081.22
弨	151.13 298.09
弩	267.12
弬	058.50
弭	245.15
弮	143.26 410.34
弰	152.53
弱	502.15
弲	135.52 140.34
弴	119.01 144.47
張	174.22 425.17
弶	426.11
強	177.35
弸	189.22 189.61
弼	472.21
弽	538.48 542.57
彀	439.30
彃	471.14
彄	214.07
彆	377.01
彇	144.02
彈	122.20 401.19
彉	509.06 509.18
彊	177.36 311.12 427.01
彋	184.40 188.36
彌	048.36
彍	509.07 509.19
彎	127.30
彏	503.39 504.04
彐	379.15
彔	451.27
彖	404.01
彗	350.23 375.25 376.45
彙	359.09
彞	051.11
彠	503.34 513.07 513.29
彡	226.11 231.10
形	193.42
彣	109.33
彤	032.37
彥	409.26
彧	458.08
彩	274.31
彪	216.08
彫	144.38
彬	106.17
彭	184.58
彯	151.26 414.12
彰	173.18
影	316.17
彲	048.35
彳	520.03
彴	501.48
彶	533.04
彷	183.17 312.24
彸	034.07
役	519.28
彺	177.25
彼	241.20
彽	054.04
彾	196.34
彿	476.55
往	313.10
征	192.13
徂	085.02
待	274.07
徇	395.03
很	283.30
徉	171.05
徊	096.31
律	474.19
後	325.13 437.35
徎	319.13 320.05
徐	069.32
徑	431.38
徒	082.29
得	529.08
徘	098.11
徙	244.18
徛	242.39 347.16
徜	176.26
從	036.36 038.18 345.28
徠	100.23 390.58
御	361.41
徢	542.29
徥	241.08 244.17
徧	412.19
徨	181.29
復	436.44 453.22
循	108.20
徬	427.31
微	063.30
徯	089.17 269.54
徵	200.11 251.09
德	529.04
徹	499.50 500.50
徼	145.27 412.45
徽	063.42
忀	175.19
忂	074.46
心	218.39
必	470.56
忉	156.47
忌	358.06
忍	275.34
忒	529.28
忓	123.08 400.38
忔	477.05
忕	377.39 379.41 380.29
忖	282.18
志	356.21
忘	426.32
忙	182.60
忚	090.11
忝	335.34 444.25
忞	106.02
忠	024.24
忡	025.15
忤	368.43
忥	361.37
忦	489.18
忧	434.31
忨	124.13 403.35
忩	031.15
忪	034.04
快	386.36
忬	363.28
忭	411.18
忮	346.08
忯	044.13 045.29
忱	218.11
忳	119.29
念	444.29
忶	116.22 396.08
忸	457.37
忻	112.16
忼	182.36 315.06
忽	481.17
忾	058.38
忿	279.06 396.22
怊	147.06 151.12
怋	106.34 117.27
怌	058.03
怍	508.14
怏	311.09 426.07
怐	364.52 437.45 439.36 440.15
怒	267.11 369.35
怓	152.42
怔	192.19
怕	423.31 511.52
怖	369.46
怗	541.01
怙	267.19
怚	165.31 259.04 363.07
怛	483.15
怜	134.19 196.42
思	059.28 356.44
怞	209.54
怠	274.08
怡	058.49
怤	079.02
急	532.52
怦	189.17
性	431.06
怨	115.24 397.26
怩	053.42
怪	384.35
怫	360.21 476.25
怭	471.43
怮	146.38 202.42 215.42 327.51
怯	545.36
怱	031.14
怲	316.02 429.27
怳	313.12
怴	474.51
怵	474.28
恀	240.38 241.07 245.40
恁	218.17 328.47
恂	107.01
恃	251.07
恄	469.43
恅	301.38
恆	202.12
恇	177.14
恈	212.01
恉	247.07
恌	144.20 148.41
恍	181.55
恎	493.35
恐	239.02 345.25
恑	242.14
恔	295.37
恕	362.25
恖	059.29
恗	083.19
恘	206.09
恙	424.28
恚	349.16
恜	525.09
恞	051.15
恟	035.45
恠	384.36
恢	096.08
恣	354.08
恤	474.05
恥	254.18
恧	457.35 526.06
恨	400.12
恩	120.30
恪	506.29
恫	031.32 343.10
恬	228.46
恭	037.55
恮	141.50 142.19
息	525.18
恰	543.07
恲	185.42
恾	182.59
恿	238.27
悀	238.34
悁	141.23
悂	058.30 089.03
悃	283.13
悄	299.09
悅	498.35
悆	363.21
悇	086.08 363.30 363.42
悈	385.11 526.53
悉	468.31
悊	497.17
悋	392.39
悌	269.18 371.53
悍	400.28
悏	541.33
悐	522.52
悑	369.47
悒	533.47
悔	271.41 388.09
悕	065.47
悖	387.43 480.23
悗	127.06
悙	185.15
悚	239.26
悛	141.43
悜	318.12
悝	096.10 252.21
悞	368.41
悟	368.48
悠	204.27
悢	424.42
患	405.29
悰	033.12
悱	255.11
悲	057.26
悴	355.23
悵	425.18
悶	399.28
悷	374.44
悸	353.56
悹	125.12 285.40 403.19
悺	403.20
悼	417.10
悽	087.28
悾	027.31 040.11 342.32
悿	335.38
惀	107.39 283.19
惁	520.18
惂	331.32
惃	116.48 282.58
惄	523.07
情	190.11
惆	206.06 206.10
惇	106.36 118.17
惈	305.22
惋	402.45
惌	115.18 281.27
惎	358.08
惏	222.30
惑	530.35
惔	223.30 333.04 443.17
惕	522.42
惗	409.10 542.18
惘	312.34
惙	499.17
惚	481.31
惛	120.12 283.29 400.08
惜	516.17
惟	055.41
惠	373.48
惡	085.22 369.43 507.30
惢	050.10 246.38 306.08
惪	529.05
惰	306.20 421.02
惱	302.07
惲	279.08
想	311.25
惴	346.16
惵	541.58
惶	181.16
惷	278.09
惸	193.10
惹	309.35 502.22
惺	195.15 319.08
惻	526.09
惼	289.41
愀	299.10 322.34
愁	209.14
愃	140.23 281.48
愆	142.36
愇	255.33
愈	263.13
愉	076.27
愊	528.30
愋	115.07
愍	276.46
愎	528.53
意	358.27
愐	293.02
愒	379.03 382.48 498.17
愓	313.33
愔	218.43
愕	506.33
愖	218.09
愗	438.08
愙	506.31
愚	072.10
愛	390.35
愜	541.31
愞	294.01 404.47 420.45
感	330.08
愡	343.08
愢	100.62
愧	352.13
愨	466.21
愩	029.10
愪	110.16 277.22
愬	369.13 515.57
愭	054.23
愮	148.40
愯	239.33
愱	470.28
愲	480.08
愴	311.24 426.18
愵	523.10
愶	545.30
愷	273.40
愺	302.37
愻	399.17
愾	361.23 390.23
愿	397.25
慀	373.06
慁	399.05
慂	238.31
慃	240.17
慄	469.52
慅	157.14 302.34
慆	156.28
慇	112.22
慈	063.07
慉	457.03
慊	336.04
態	390.14
慌	315.23
慍	396.34
慎	393.15
慏	319.12
慒	033.15 209.33
慓	151.25 298.02 414.21
慔	367.06
慕	367.03
慖	388.48 513.43
慗	525.10
慘	331.08
慙	224.38
慚	224.39
慛	098.07
慜	276.47
慝	529.30
慞	173.16
慟	343.17
慢	405.21
慣	405.38
慥	418.13
慧	373.45
慨	390.22
慫	239.28
慬	112.28 279.47
慮	361.44
慯	172.27 425.08
慰	360.03
慱	124.49
慲	126.55
慳	129.24
慴	540.08 541.51
慵	037.53
慶	429.11
慷	315.05
慸	372.11 379.24 387.08
慹	531.25 532.06 540.09 542.12
慺	077.30 213.39 264.14
慼	524.01
慽	524.07
慾	462.33
憀	145.34 204.06
憂	202.33
憃	034.33 040.24 345.12
憉	185.10
憊	386.09
憋	498.24 499.45
憌	193.16
憍	147.45 151.44
憎	201.19
憐	134.18
憑	199.20
憒	388.45
憓	373.46
憔	147.31
憕	186.24 189.50 198.32
憖	393.30
憙	251.13 358.32
憚	401.18
憛	442.10
憜	306.19
憝	387.27
憞	387.28
憟	463.37
憠	478.46
憡	514.33
憢	146.32
憤	278.41
憥	155.43
憧	034.41 345.40
憨	225.07 443.10
憩	378.70
憪	129.23 286.51
憫	276.48
憬	316.40
憭	146.16 296.05 299.25
憮	073.19 261.18
憯	331.09 336.11
憰	492.52
憲	398.46
憴	199.29
憵	520.33
憶	526.14
憷	258.36
憸	226.08 226.18 334.03 335.29
憹	033.28
憺	333.03 443.16
憼	312.02 316.16
憽	032.28
憾	441.45
憿	145.23
懀	382.27 386.52
懁	407.21
懃	112.27
懄	112.29
懅	067.39
懆	302.33
懇	283.33
懈	383.32
應	199.15 433.08
懊	303.31 418.30 458.22
懋	438.11
懌	517.10
懍	328.26
懎	526.43
懕	228.12
懖	486.09
懘	245.35 377.14
懚	397.14
懛	101.11
懜	026.11 030.05 434.08
懝	390.33 528.64
懟	356.03
懠	086.42 371.24
懢	224.24 442.47
懣	283.26 286.19 399.29
懤	209.56 302.30 435.12
懥	350.05 353.10
懦	075.20
懪	466.02
懫	352.53 468.10
懬	315.11 315.40
懮	324.29
懰	203.34 321.19
懱	494.56
懲	198.33
懵	236.12
懶	284.43
懷	094.48
懸	136.29
懹	425.02
懺	445.38
懻	353.48
懼	366.01
懽	126.07 403.12
懾	540.07
懿	354.19
戀	410.51
戁	286.49 292.23
戃	314.17
戄	503.40 504.18
戇	344.17 345.38
戈	161.38
戉	478.03
戊	438.07
戌	474.06
戍	365.10
戎	025.31
成	191.27
我	304.26
戒	384.49
戔	122.33
戕	159.08 176.42 183.11
或	530.34
戙	343.22
戚	523.58
戛	489.08
戜	493.28
戟	510.43
戠	524.31
戡	223.03 330.04
戢	533.37
戣	056.30
戩	292.10
戫	458.07
戭	276.42 290.39
戮	454.14
戰	409.12
戲	044.35 083.14 348.28
戴	390.54
戵	075.13
戸	267.16
戹	515.38
戺	253.22
戻	371.32
戼	300.01
戽	266.35 267.32 370.21
戾	374.25 496.19
房	173.06 183.22
所	258.23
扁	139.25 289.43 290.11 294.52
扂	335.49
扃	198.11
扅	041.30
扆	254.41
扇	138.22 410.22
扈	267.18
扉	064.26
扊	333.27
手	322.27
才	099.49
扎	488.05
扏	210.42
扐	529.18
扑	452.12
扒	385.56 488.33 500.03
打	317.18 319.46
扔	200.07 433.05
扚	295.48 521.50
扛	038.31
扜	074.24 079.57
扝	085.23 085.42
扞	400.21
扟	109.09
扠	094.05
扡	244.29
扢	477.12 480.14 482.44
扣	327.32 437.46
扤	477.31 481.35
扭	322.01 322.12
扮	111.17 271.20 278.40 278.43 406.22
扱	543.48
扳	128.24 128.40
扴	489.09
扵	069.37
扶	077.46 079.48
批	091.07
扺	240.32
扽	399.10
承	198.26
技	242.37
抁	293.26
抃	411.07
抄	154.14 416.46
抆	278.34 395.39
抇	482.48
抈	477.30
抉	492.55 493.04
把	309.12
抌	205.04 263.10 332.17
抍	200.01 320.53
抎	279.23
抏	124.18
抐	399.25 482.18
抑	526.28
抒	259.25 259.37
抓	154.05 300.28 416.38
抔	098.32 215.29
投	214.28
抖	326.05
抗	182.53 428.05
折	088.27 497.40 497.50
抧	240.37
抨	189.26
抩	221.32
抪	085.39 369.39
披	043.14 246.25
抮	289.24
抯	168.22 308.22 309.10
抱	301.27
抲	161.26
抳	246.45
抴	378.16 500.62
抵	269.08
抶	469.45
抹	485.18
抻	393.20
押	544.42 544.46
抽	206.01
抾	061.31 063.28 545.38
拂	476.45
拃	286.44
拄	263.30
担	284.02
拇	325.21
拈	229.18
拉	535.66
拊	262.29
拋	153.42 416.18
拌	127.12 286.17
拍	511.50
拎	195.47
拏	166.23
拐	271.22
拑	228.05
拒	258.06
拓	505.56 518.25
拔	477.45 487.40 488.06
拕	160.45 304.22
拖	420.05
拗	300.30
拘	080.18
拙	499.02
拚	396.28 411.06
招	149.25
拜	385.55
拫	120.24
括	485.52
拭	525.39
拮	469.12 491.54
拯	320.52
拰	329.25
拱	239.08
拲	239.09 461.36
拳	142.47
拴	141.56
拵	118.13
拶	485.47
拸	041.39
拹	545.35
拺	514.37
拼	189.41
拾	531.18
持	062.51
挂	383.27
挃	470.10
挆	305.27 421.17
指	247.06
挈	495.38
按	401.03
挋	391.57
挌	505.43 512.16
挎	085.47
挏	024.01 237.31
挐	072.07 166.25
挑	144.18 156.44 296.55
挒	497.10
挨	271.35 274.44
挩	486.30 487.06
挪	161.09
挫	420.16
挬	480.35
挭	315.44
挮	268.32
振	101.16 391.53
挰	186.23
挱	159.23
挲	159.24
挴	272.33
挶	461.30
挸	289.06
挹	532.11
挺	194.29 319.48
挻	138.21
挼	097.60
挽	281.03
挾	541.16
捀	036.53 344.35
捂	368.51
捃	396.38
捄	080.25 211.01
捅	236.21
捇	514.50
捈	082.48 086.16
捉	464.39
捊	154.32 215.28
捋	487.10
捌	488.32 491.10
捍	286.53 400.20
捎	146.50 152.49
捐	140.55
捒	362.41 366.12 515.59
捔	464.12 464.32
捕	370.07
捖	124.09
捘	108.02 388.35 400.11
捠	188.20
捥	402.48
捦	219.13
捧	238.25
捨	309.04
捩	374.39 496.20
捫	117.21
捭	271.08
据	067.02
捲	143.20 293.42 410.33
捳	464.25
捶	246.09
捷	539.22
捺	484.46
捻	542.10
捼	055.37 098.46 163.31
捽	473.32 482.32
捾	486.45
掀	115.39
掁	186.21
掃	302.18 418.47
掄	107.42 120.02
掅	432.29
掆	180.16 428.44
掇	487.15 499.25
授	437.14
掉	296.53 413.04 467.12
掊	154.27 211.27 215.30 326.36
掌	311.27
掍	282.14
掎	046.56 243.02 349.42
掏	157.34
掐	543.08
排	094.38
掓	456.37
掔	129.27 135.18
掕	199.11
掖	517.16
掘	476.23 478.44
掛	383.28
掜	093.52 270.25
掝	514.51
掞	443.55
掟	432.06
掠	424.41 501.35
採	274.28
探	222.46
掣	377.12 500.60
掤	199.25
接	538.31
控	040.09 342.30
推	058.20 098.42
掩	335.07
措	369.52
掫	079.32 214.21 325.04
掬	455.01
掾	410.04
揀	287.36 407.51
揂	205.29
揃	292.09
揄	076.29 205.05 214.36 327.43
揅	135.25
揆	249.22
揇	330.48
揈	189.31
揉	207.12
揊	528.34
揋	096.23
揌	100.58
揎	140.20
描	150.11 153.15
提	045.21 087.63
揑	494.24
插	543.44
揔	236.23
揕	441.23
揖	532.10
揗	108.21 278.15 395.30
揘	186.31
揙	141.35
揚	170.06
換	402.34
揜	333.18 335.08
揞	330.37 445.16
揟	068.35
揠	489.28
握	466.55
揢	511.39
揣	246.14 305.32
揤	470.27 527.49
揥	087.54 379.28
揧	483.50
揨	189.44
揩	095.36 386.31
揫	205.30
揬	480.50
揭	379.04 479.32 479.36 497.27 498.15 500.14
揮	063.38
揯	202.15 433.46
揱	147.02 416.25 465.10
揲	497.47 538.23 542.01
揳	491.26
援	113.28 409.43
揵	142.35 280.30
搆	439.35
搈	035.22
搉	464.13 466.22
搊	078.31 208.45 325.05
搋	095.45
搌	290.51 295.08
損	282.27
搎	118.05
搏	366.20 507.23 508.33
搑	037.32 238.16
搒	185.05 428.18
搓	159.14
搔	157.03
搕	536.29
搖	148.37 413.42
搙	460.53 467.15
搚	535.67 537.09
搜	208.29
搢	393.35
搣	498.13
搤	515.40
搥	097.52
搦	467.11 513.11
搩	497.34
搪	178.22
搫	126.38 162.35
搭	537.39
搮	470.05
搯	156.37
搰	482.43
搴	291.44
搵	279.17 399.26 481.14
搶	177.08 311.22 313.14
搷	134.43
搸	108.42
搹	515.15
携	092.23
摋	484.36
摌	287.16
摍	454.08
摎	152.24 203.05
摏	034.30
摐	038.22 039.26
摑	513.39
摒	431.17
摕	371.01 372.09 493.37
摖	372.21
摗	214.04
摘	515.29 522.45
摙	292.33 412.14
摛	048.27
摜	405.40
摝	451.19
摞	163.16 421.12
摟	077.38 213.33
摡	361.32 390.18
摣	166.26
摤	313.15
摥	428.22
摦	423.32
摧	098.05 273.34
摨	095.40
摩	162.41 420.44
摫	050.19
摬	316.21
摭	518.24
摮	158.20
摯	349.44
摲	445.40
摳	077.15 214.08
摴	069.14
摵	454.10 457.17 515.56
摶	124.58 294.25
摷	145.41 154.07
摸	080.38 505.04
摺	535.69 540.11
摻	229.45 337.05
摼	188.05
摽	151.27 297.37 414.19
撅	478.31 478.42
撆	495.51
撈	155.39
撋	140.45
撍	220.39 222.40 331.21 442.35
撎	354.24
撏	217.10 222.36 226.30
撓	156.02 299.44
撕	090.20
撖	223.07 336.41 337.25
撘	534.44
撙	282.32
撚	289.30
撛	275.47 392.62
撜	320.54
撝	042.11
撞	040.19 345.43
撟	147.51 298.39
撠	510.44
撢	218.34 222.47 442.06
撣	122.19 138.34 401.23
撤	499.51 500.48
撥	485.30
撦	309.49
撩	145.40 296.10
撫	262.25
播	420.33
撮	486.52 487.23
撰	287.12 294.41
撱	246.35
撲	452.19
撻	483.27
撼	331.43
撿	333.33
擁	238.02
擄	265.13
擅	409.16
擆	504.14
擇	512.33
擉	467.48
擊	520.22
擋	428.03
擌	515.58
操	158.54 326.57 418.10
擎	187.11
擐	127.27 405.31
擒	219.14
擔	224.07 443.27
擖	488.10 491.13 544.33
擗	519.19
擘	513.49
據	361.53
擟	048.46
擠	091.17 370.27
擡	099.12
擢	466.39
擣	302.21
擥	332.31
擧	068.13
擨	165.11
擩	055.34 263.35 365.27 439.03
擪	334.28 540.63
擬	254.10
擭	369.09 509.34 513.05
擯	393.04
擲	518.33
擳	474.59
擴	428.38
擷	494.04 495.47
擸	537.06 539.06
擹	122.03
擺	271.07
擻	326.50
擽	501.34 521.28
擾	297.30
擿	518.34
攀	128.39
攂	389.19
攃	484.39 484.43
攄	069.11
攇	280.42
攉	509.08
攊	521.17
攋	483.54
攍	190.42 421.08
攎	084.15
攏	237.18
攐	142.44
攑	115.36
攔	123.15
攕	229.44
攖	191.09
攗	057.25 396.37
攘	174.28 312.15 425.01
攙	230.38 231.05
攜	092.22
攝	538.42 542.14
攡	046.21
攢	402.28 404.51
攣	143.23
攤	122.06 286.32 401.66
攥	486.53
攨	424.24
攩	314.25 315.19 428.37
攪	300.10
攫	504.01
攬	332.32
支	040.36
攱	242.11 346.45
攲	045.03 047.01 243.08
攴	452.18 466.09
收	207.16 435.20
攷	303.44
攸	204.30
改	274.19
攺	251.25 252.06
攻	029.08 033.33
攽	106.27
放	313.04 426.48
政	430.36
敀	510.31 511.54
敁	228.38
敂	326.27
敃	276.51
敄	262.06 365.52
故	368.29
效	415.09
敉	245.19
敊	459.30
敌	490.44
敏	276.50
敐	275.19
救	434.35
敓	486.28
敔	256.09
敕	524.51
敖	158.02
敗	386.46 387.19
敘	259.20
教	152.21 415.17
敜	542.13
敝	376.37
敞	311.47
敠	487.22 500.35
敡	347.41
敢	332.21
散	284.05 402.14
敤	307.23 420.21
敦	097.57 118.16 124.54 399.11
敫	501.16 520.26
敬	428.55
敭	171.12
敮	544.03
敲	153.47 416.05
敳	101.03
整	318.07
敵	522.07
敶	104.04 393.10
敷	078.32
數	263.39 366.13 465.06
敹	146.22
敺	077.12
敻	406.48 431.13
敽	298.38
斀	465.22
斁	367.09 368.20 517.11
斂	333.32 444.03
斃	376.34
斄	062.08 100.04
斆	415.12
文	109.30
斌	106.18
斐	255.08
斑	128.18
斒	128.22 130.08
斕	130.10
斖	254.35
斗	325.42
料	145.37 413.14
斛	449.49
斜	165.12 168.44
斝	308.13
斞	263.18
斟	217.29
斠	464.02
斡	486.42
斢	326.13
斣	438.46
斤	112.33 397.08
斥	518.07
斦	112.44
斧	260.19
斨	177.03
斪	074.50
斫	501.47
斬	336.54
斮	464.43 503.02
斯	047.44
新	102.05
斲	465.12
斷	285.21 286.29 403.46
斸	463.14
方	173.10 174.43
於	069.36 085.17
施	047.34 348.42
斿	204.45
旁	183.23
旂	065.05
旃	137.47
旄	156.11 417.52
旅	256.19
旆	382.42
旇	043.19 347.11
旋	141.04 411.24
旌	190.26
旍	190.27
旎	246.44
族	451.44
旐	297.12
旒	203.18
旓	152.52
旔	398.34
旖	049.14 242.46
旗	060.04
旚	151.19
旛	114.41 114.46
旜	138.01
旝	381.42
旞	350.26
旟	068.01
无	073.14 080.45
旡	361.06
旣	361.01
日	468.13
旦	401.10
旨	247.05
早	302.38
旬	108.16
旭	461.22
旰	401.24
旱	283.38
旴	074.29
旵	337.15
旹	059.19
旺	426.44
旻	105.52
旼	105.53
旿	266.17
昂	183.32
昄	286.27 286.41 287.03
昅	546.15
昆	116.35
昇	199.40
昈	267.23
昉	313.02
昊	301.12
昋	374.01
昌	173.28
明	186.13
昏	120.11
昒	475.11 481.18
易	347.36 517.18
昔	516.14
昕	112.17
昚	393.16
昜	170.08
昝	331.19
昞	316.01
星	195.04
映	314.50 428.51
昢	481.51
昤	196.27
春	108.12
昦	301.13
昧	387.49 485.02
昨	508.11
昪	411.13
昫	365.04
昭	149.22
是	241.03
昱	455.58
昲	359.37
昳	493.12
昴	300.05
昵	469.18
昶	312.07 425.24
晁	147.14
時	059.18
晃	315.14
晈	295.40
晉	393.33
晊	467.53
晏	401.06 405.07
晐	099.36
晙	394.51 395.08
晚	281.01
晛	289.11 407.65
晜	116.36
晝	435.13
晞	065.39
晟	431.32
晡	085.30
晢	377.26 497.37
晣	497.38
晤	368.47
晥	285.17
晦	388.10
晧	301.11
晨	102.09 102.25
晪	288.36
晫	465.28 467.19
晬	388.30
晭	324.35
普	267.39
景	316.11
晲	270.28
晴	190.12
晵	269.48 409.35
晶	190.21
晷	248.19
晹	517.43
智	348.12
晻	330.35 335.10
晼	281.34
暀	313.11 426.45 428.40
暄	114.54
暅	281.44
暆	041.32
暇	422.46
暈	396.01
暉	063.41
暋	276.52
暍	479.21 483.13
暎	428.52
暏	265.30
暐	255.25
暑	257.13
暕	287.35
暖	286.02
暗	442.02
暘	170.04
暜	371.28
暝	197.40 432.31
暟	273.44
暠	302.54
暡	237.01
暢	425.19
暤	301.14
暨	353.50 361.02 473.07 477.13
暫	443.24
暬	496.39
暮	367.02
暰	038.19
暱	469.17
暲	173.27
暳	374.11
暴	418.17 451.55
暵	285.01 401.51
暹	226.01
暻	316.45
暼	495.60
暾	119.06
曀	373.22
曃	390.15
曄	533.58 540.46
曅	540.47
曆	521.01
曇	221.06
曈	023.32 031.34 236.20
曉	296.17
曏	311.46 312.22 425.07 425.30
曐	195.05
曑	220.19
曔	429.10
曖	390.38
曙	362.24
曚	236.11
曛	111.26
曜	413.46
曝	418.19 452.01
曠	428.27
曡	541.48
曦	044.37
曨	030.28 237.13
曩	314.06
曪	304.37
曫	126.05
曬	349.08 384.26
曭	314.14
曮	336.21
曰	478.08
曲	463.07
曳	377.51
更	184.01 429.12
曷	482.57
書	066.27
曹	158.27
曼	126.63 398.03
曾	201.21 201.35
替	371.26
最	382.10
朁	227.44 331.10
會	381.26 382.06
朅	498.14
月	477.25
有	321.07
朋	201.37
朌	111.05 128.16
服	453.24
朏	255.10 274.40 388.05
朓	144.19 296.13
朔	464.46
朕	328.17
朖	314.42
朘	098.49 140.30
朚	175.41 182.61 429.20
望	176.03 426.30
朝	147.11 147.16
朞	061.33
期	060.03
朢	176.04 426.31
朦	029.18 030.03 236.10
朧	030.10
木	452.37
未	358.43
末	485.01
本	282.21
札	487.54
朮	473.13 474.43
朱	077.17
朲	102.22
朳	488.31
朴	466.07
朵	305.29
朶	305.30
朷	157.01 452.39
朸	524.43 529.21
朹	210.33 248.18
机	053.01 247.36
朻	208.16 216.16 328.05
朼	248.13
朽	322.13
朾	188.40 189.48
朿	347.29
杂	334.39
杄	132.19
杅	074.05
杆	401.28
杇	085.10
杈	167.41 384.03
杉	229.47
杌	481.36
杍	254.07
李	252.22
杏	316.46
材	099.50
村	119.35
杒	392.22
杓	149.32 151.16 502.41 521.56
杔	510.23
杕	372.02
杖	312.04
杗	175.40 183.04
杘	353.33
杙	527.13
杜	264.34
杝	041.20 244.12
杞	253.14
束	462.25
杠	038.32
杪	298.25
杫	346.40
杬	113.06
杭	182.48
杮	391.24
杯	098.23
杰	497.33
東	022.01
杲	302.56
杳	296.20
杴	231.24
杵	257.18
杶	106.45
杷	169.17 384.13 424.07
杸	076.13
杹	423.44
杺	218.42
杻	321.33 322.07
杼	256.35 259.38
杽	322.08
松	034.34
板	286.38
极	540.34 546.16
枂	477.32 485.28
枃	393.39
枅	089.08
枆	156.14
枇	052.19 248.12 355.04
枉	313.06
枊	183.31 427.26
枋	175.07
枌	110.47
枍	373.23
枎	078.15
析	520.09
枑	369.04
枒	168.14 422.09
枓	263.21 326.01
枔	217.09
枕	218.01 328.55 440.43
枖	151.03
林	217.14
枘	375.32
枚	096.40
果	305.14
枝	040.43
枮	218.06 226.02
枯	085.40
枰	186.01 429.17
枲	252.28
枳	240.30 247.04
枴	271.17
枵	147.19
架	421.35
枷	164.30 166.43
枸	215.09 263.44 326.24
枹	078.12 153.35 211.09
枻	378.04
枼	538.26
枿	484.14
柀	241.22
柁	304.18
柃	195.41 318.25
柄	429.25
柅	053.41 249.30
柈	126.30
柉	231.38
柊	025.08
柌	061.46
柍	311.01
柎	079.47
柏	510.33
某	325.20
柑	224.01
柒	468.45
染	334.33 443.40
柔	206.34
柖	149.20
柘	423.05
柙	544.24
柚	437.04 454.43
柛	103.13
柜	259.17
柞	506.13 508.19
柟	221.30 227.04 334.36
柠	257.39
柢	087.50 269.11 370.35
柣	468.23 491.40
柤	168.17
查	093.37 169.20
柧	082.18
柩	435.35
柫	475.24
柬	287.34
柮	480.40 485.29
柯	159.03
柰	380.18
柱	262.38 263.31
柲	351.22 471.32 472.44 496.08
柳	321.16
柴	093.30
柶	354.31
柷	455.42 456.28
栐	316.35
栓	142.23
栔	373.12 495.42
栖	090.16 372.28
栗	469.49
栘	041.35 092.47
栙	039.33
栚	328.21
栛	374.45
栝	335.36 485.57
栞	123.25
栟	192.34
栠	328.46
校	415.11 415.20
栩	260.07 262.45
株	075.46
栫	399.32 408.48
栭	061.01
栯	321.14 458.10
栰	477.38
栱	239.24
栲	303.45
栳	301.35
栴	138.02
栵	378.66 497.08
样	171.01 183.13
核	515.09
根	120.26
栺	051.04 372.36
栻	525.05
格	506.26 512.09
栽	100.28 391.11
栿	453.53
桀	497.22
桁	182.39 187.30
桂	373.58
桃	157.26
桄	181.48 428.41
桅	098.34 242.24
框	177.13
案	401.04
桊	410.36
桋	051.24 088.03
桌	465.19
桎	468.01
桏	037.48
桐	023.19
桑	180.28
桒	180.29
桓	123.33
桔	491.49
桗	162.16 421.14
桘	058.18
桫	159.30
桬	168.04
桭	101.23 102.15
桮	098.22
桯	194.03 197.14
桱	431.44
桲	480.32
桴	079.16 211.08
桵	055.35
桶	236.19 237.30
桷	464.04
桸	044.32 065.46
桹	179.20
桻	037.11
桼	468.48 469.01
桾	111.40
梀	450.31 451.51 463.43 515.52
梁	171.34
梂	210.32
梃	319.51
梄	324.13
梅	096.41
梆	039.31
梇	342.18
梋	136.11
梌	082.40 086.14 168.41
梍	154.43
